"user_id","recipe_id","rating","word"
37449,232059,5,"tour"
169969,232059,5,"tour"
239758,190496,5,"yummo"
197023,234424,5,"prmr"
197023,234424,5,"prmr"
962690,234424,5,"pac"
962690,234424,5,"pac"
212609,234424,5,"prmr"
212609,234424,5,"prmr"
424680,258345,5,"tour"
107135,169475,5,"dee"
449102,273976,5,"perfection"
226753,273976,5,"versatile"
226753,273976,5,"versatile"
268611,273976,0,"perfection"
231736,24550,5,"amazingly"
33188,58224,5,"addicting"
33443,58224,5,"versatile"
33443,58224,5,"versatile"
42720,58224,5,"busy"
42720,58224,5,"busy"
51011,89503,5,"busy"
51011,89503,5,"busy"
1643815,89503,5,"amazingly"
394077,3579,5,"perfection"
394592,130793,5,"versatile"
394592,130793,5,"versatile"
107135,359142,5,"tour"
226863,460202,5,"pac"
226863,460202,5,"pac"
160974,119804,5,"roxygirl"
354675,119804,5,"perfection"
424680,170922,5,"tour"
463435,170922,4,"swap"
463435,170922,4,"swap"
20371,61800,5,"permanent"
162522,61800,5,"amazingly"
299707,61800,5,"favourite"
122871,61800,5,"favourite"
64682,30081,5,"delightful"
30113,30081,5,"marvelous"
95502,30081,5,"amazingly"
58038,30081,4,"pace"
58038,30081,4,"pace"
39835,30081,3,"pace"
39835,30081,3,"pace"
125388,30081,4,"pace"
125388,30081,4,"pace"
1190665,30081,5,"pace"
1190665,30081,5,"pace"
736607,30081,5,"pace"
736607,30081,5,"pace"
1072593,30081,5,"busy"
1072593,30081,5,"busy"
546010,47474,5,"delightful"
9869,11040,5,"favourite"
115364,76409,5,"busy"
115364,76409,5,"busy"
37779,29121,5,"busy"
37779,29121,5,"busy"
233583,211570,4,"versatile"
233583,211570,4,"versatile"
309526,35505,5,"requests"
482376,315187,5,"pac"
482376,315187,5,"pac"
227039,112831,5,"perfection"
107135,130633,5,"dee"
124249,130633,5,"bullwinkle"
2002156787,389287,5,"addicting"
6357,104084,0,"favourite"
305187,97553,5,"addicting"
548223,97553,5,"addicting"
197097,97553,5,"addicting"
400708,97553,5,"perfection"
58385,26110,5,"perfection"
35526,26110,5,"brunch"
115525,26110,5,"permanent"
89240,26110,5,"perfection"
128473,26110,5,"bev"
285041,26110,5,"busy"
285041,26110,5,"busy"
674484,26110,5,"addicting"
532289,26110,5,"delightful"
847781,26110,5,"yumm"
847781,26110,5,"yumm"
166084,26110,5,"perfection"
1249988,26110,5,"permanent"
316809,26110,5,"requests"
839719,26110,0,"perfection"
1805504,26110,5,"delightful"
1179225,26110,5,"perfection"
2132030,26110,5,"permanent"
2444338,26110,5,"yumm"
2444338,26110,5,"yumm"
2214320,26110,5,"brunch"
2686770,26110,5,"perfection"
309751,26110,5,"perfection"
1802974001,26110,5,"favourite"
1803427390,26110,5,"amazingly"
1803635581,26110,5,"dee"
1803662118,26110,5,"perfection"
2000101321,26110,5,"yummo"
2000021570,26110,4,"brunch"
2000348241,26110,5,"marvelous"
2001021216,26110,5,"amazingly"
1802579575,26110,5,"accident"
1802579575,26110,5,"accident"
2001436428,26110,5,"perfection"
2001503582,26110,5,"saves"
2001595599,26110,5,"amazingly"
2001998401,26110,5,"perfection"
140132,31811,5,"stephanie"
244221,31811,5,"perfection"
1396478,31811,2,"busy"
1396478,31811,2,"busy"
709902,269324,5,"versatile"
709902,269324,5,"versatile"
709902,269324,5,"brunch"
186071,84612,5,"favourite"
358522,84612,5,"elegant"
192419,84612,0,"perfection"
2000983788,84612,5,"perfection"
126435,227257,5,"permanent"
107583,336835,5,"pac"
107583,336835,5,"pac"
139381,131426,5,"perfection"
535633,293120,5,"pac"
535633,293120,5,"pac"
101034,59636,5,"addicting"
136369,59636,5,"brunch"
225853,59636,5,"tour"
56003,59636,5,"thnx"
377581,59636,5,"brunch"
406131,59636,5,"thnx"
226863,473225,4,"pac"
226863,473225,4,"pac"
47907,3470,5,"busy"
47907,3470,5,"busy"
55205,3470,5,"requests"
140132,3470,5,"stephanie"
348596,3470,5,"favourite"
823838,3470,5,"amazingly"
414988,3470,4,"delightful"
124249,96091,5,"bullwinkle"
369715,115119,5,"pac"
369715,115119,5,"pac"
232107,79925,5,"brunch"
428885,318320,5,"delightful"
204024,318320,5,"delightful"
2520706,453973,5,"perfection"
136726,82997,5,"pac"
136726,82997,5,"pac"
705251,365179,5,"pace"
705251,365179,5,"pace"
69927,116434,5,"permanent"
740534,116434,5,"amazingly"
245590,65758,5,"brunch"
11044,65758,5,"brunch"
313335,65758,5,"busy"
313335,65758,5,"busy"
275317,144544,5,"saves"
171790,408744,5,"prmr"
171790,408744,5,"prmr"
292644,106873,5,"perfection"
39934,115129,5,"elegant"
290010,115129,5,"marvelous"
354540,115129,5,"elegant"
855623,285660,5,"swap"
855623,285660,5,"swap"
756031,304738,4,"swap"
756031,304738,4,"swap"
593927,304738,5,"swap"
593927,304738,5,"swap"
1159188,146603,5,"versatile"
1159188,146603,5,"versatile"
1179225,146603,5,"versatile"
1179225,146603,5,"versatile"
679953,96485,5,"swap"
679953,96485,5,"swap"
1152835,133524,5,"amazingly"
166642,143719,5,"tour"
1542076,143719,5,"requests"
82714,49047,5,"yumm"
82714,49047,5,"yumm"
107135,49047,5,"tour"
810612,228641,5,"amazingly"
85714,88290,5,"permanent"
887125,88290,5,"perfection"
30228,88290,5,"versatile"
30228,88290,5,"versatile"
2001201801,88290,5,"inspiration"
295587,120343,5,"favourite"
251917,289132,5,"pac"
251917,289132,5,"pac"
251917,289132,5,"brunch"
138799,289132,4,"pac"
138799,289132,4,"pac"
56003,115503,5,"thnx"
365298,136026,4,"accident"
365298,136026,4,"accident"
51011,20763,5,"bev"
50778,20763,5,"bev"
88099,20763,5,"bev"
129177,20763,5,"bev"
222076,20763,5,"dee"
222076,20763,5,"bev"
515141,20763,5,"addicting"
515141,20763,5,"bev"
687343,20763,5,"bev"
461834,20763,5,"bev"
394077,20763,5,"bev"
328542,36984,5,"yumm"
328542,36984,5,"yumm"
2780287,36984,5,"amazingly"
832476,36984,5,"accident"
832476,36984,5,"accident"
107253,76294,5,"cardboard"
129992,76294,5,"permanent"
42720,76294,5,"delightful"
2574644,76294,5,"amazingly"
481092,291758,4,"amazingly"
280271,291758,5,"perfection"
147027,88453,5,"yummo"
100811,88453,5,"yummo"
178452,88453,5,"perfection"
398275,260915,4,"addicting"
383853,260915,5,"prmr"
383853,260915,5,"prmr"
573325,260915,5,"addicting"
573325,260915,5,"prmr"
573325,260915,5,"prmr"
68884,260915,4,"addicting"
2380918,319562,5,"amazingly"
223854,232069,4,"tour"
219318,232069,3,"tour"
169430,232069,5,"marvelous"
169430,232118,5,"delightful"
131126,232118,5,"tour"
860079,232118,5,"prmr"
860079,232118,5,"prmr"
6550,26076,5,"yummo"
546010,26076,5,"delightful"
160974,87461,5,"roxygirl"
235198,102631,5,"marvelous"
1286803,102631,5,"saves"
2000325465,102631,5,"amazingly"
2000325465,102631,5,"accident"
2000325465,102631,5,"accident"
160974,160671,5,"roxygirl"
1803593023,160671,5,"versatile"
1803593023,160671,5,"versatile"
29956,14569,5,"yumm"
29956,14569,5,"yumm"
87559,14569,5,"busy"
87559,14569,5,"busy"
321908,14569,5,"requests"
11176,9004,5,"busy"
11176,9004,5,"busy"
962400,9004,5,"amazingly"
124249,20798,5,"bullwinkle"
101823,20798,4,"busy"
101823,20798,4,"busy"
27961,20798,5,"pace"
27961,20798,5,"pace"
1701377,48397,5,"pace"
1701377,48397,5,"pace"
352345,209168,5,"saves"
2549237,209168,4,"pac"
2549237,209168,4,"pac"
619248,834,3,"pace"
619248,834,3,"pace"
327938,2561,5,"favourite"
87652,4861,5,"yumm"
87652,4861,5,"yumm"
56003,16917,5,"thnx"
124249,16917,5,"bullwinkle"
17803,279997,5,"delightful"
17803,279997,5,"tour"
189423,235461,5,"delightful"
274666,15646,5,"marvelous"
1803201102,15646,5,"nails"
850607,66241,0,"perfection"
162954,12061,5,"delightful"
162954,12061,5,"pace"
162954,12061,5,"pace"
107651,12061,4,"favourite"
744939,226737,5,"addicting"
593424,226737,5,"delightful"
851191,226737,5,"addicting"
29667,226737,5,"delightful"
1334070,226737,5,"addicting"
1701315,226737,5,"delightful"
425105,226737,5,"requests"
226001,22338,5,"versatile"
226001,22338,5,"versatile"
97895,76857,5,"pleasure"
183091,21155,4,"accident"
183091,21155,4,"accident"
96050,15826,5,"pace"
96050,15826,5,"pace"
96050,15826,5,"delightful"
501778,15826,5,"accident"
501778,15826,5,"accident"
370077,123835,5,"addicting"
58619,45246,5,"dee"
97895,37413,5,"marvelous"
42720,37413,5,"versatile"
42720,37413,5,"versatile"
104472,37413,5,"pleasure"
38218,37413,5,"marvelous"
279722,37413,5,"smiling"
65720,37413,4,"inspiration"
140132,37413,5,"stephanie"
101301,37413,5,"yumm"
101301,37413,5,"yumm"
55578,37413,4,"busy"
55578,37413,4,"busy"
50969,37413,5,"smiling"
2592808,37413,5,"pace"
2592808,37413,5,"pace"
392739,42143,5,"yummo"
137302,42143,5,"pac"
137302,42143,5,"pac"
107135,195448,5,"dee"
392230,161043,5,"pleasure"
392230,161043,5,"tour"
359220,161043,5,"smiling"
804550,49249,5,"bev"
36187,49249,5,"bev"
50969,159252,4,"pac"
50969,159252,4,"pac"
50969,159252,4,"smiling"
398275,159252,5,"requests"
204024,315948,5,"featured"
27798,4779,4,"brunch"
27643,24591,5,"bev"
37758,24591,5,"bev"
49360,24591,5,"bev"
757497,130046,5,"addicting"
537179,93886,5,"yumm"
537179,93886,5,"yumm"
164913,93886,5,"requests"
804670,93886,5,"delightful"
477308,93886,5,"addicting"
41809,102734,5,"pleasure"
25455,102734,5,"amazingly"
69927,102734,5,"marvelous"
160974,102734,5,"roxygirl"
795588,102734,4,"pleasure"
39862,25502,5,"marvelous"
51011,25502,5,"yumm"
51011,25502,5,"yumm"
27416,25502,5,"delightful"
738763,25502,5,"busy"
738763,25502,5,"busy"
50969,25502,5,"smiling"
299957,96499,5,"amazingly"
398047,106443,5,"permanent"
2001519227,371075,0,"perfection"
2000486761,371075,5,"yumm"
2000486761,371075,5,"yumm"
2234725,150736,5,"saves"
10404,150736,5,"tour"
239758,274131,5,"perfection"
160977,274131,5,"pac"
160977,274131,5,"pac"
464080,274131,5,"swap"
464080,274131,5,"swap"
653438,274131,5,"yummo"
160974,64435,5,"roxygirl"
8629,64435,5,"delightful"
295481,64435,5,"requests"
101823,152865,5,"pleasure"
299688,152865,5,"accident"
299688,152865,5,"accident"
171790,432961,5,"swap"
171790,432961,5,"swap"
251917,301754,5,"pac"
251917,301754,5,"pac"
1790066,301754,0,"garnished"
1803270188,301754,5,"amazingly"
2002058971,465019,0,"amazingly"
2002327855,301754,5,"perfection"
4470,211589,5,"brunch"
102058,211589,4,"brunch"
83711,62623,4,"amazingly"
102058,62623,5,"pleasure"
285039,111868,5,"perfection"
107135,148403,5,"dee"
124249,148403,5,"bullwinkle"
321170,148403,5,"garnished"
424680,248248,5,"tour"
280840,41020,5,"requests"
332909,187621,3,"pace"
332909,187621,3,"pace"
156034,56704,5,"delightful"
68960,99023,5,"yummo"
41879,99023,5,"versatile"
41879,99023,5,"versatile"
212609,99023,5,"swap"
212609,99023,5,"swap"
101823,85364,4,"busy"
101823,85364,4,"busy"
50969,85364,4,"smiling"
160974,88116,5,"roxygirl"
259402,40821,5,"versatile"
259402,40821,5,"versatile"
91724,45691,0,"saves"
2001866607,45691,5,"yumm"
2001866607,45691,5,"yumm"
402559,72680,5,"joke"
736554,279261,5,"swap"
736554,279261,5,"swap"
228458,279261,5,"prmr"
228458,279261,5,"prmr"
146552,11217,5,"delightful"
1375059,11217,5,"addicting"
1803046032,11217,0,"saves"
8679,11217,0,"nchfp"
81695,19912,4,"elegant"
251917,463710,5,"swap"
251917,463710,5,"swap"
480195,463710,5,"brunch"
323186,463710,5,"favourite"
2800584,498315,5,"perfection"
2807474,498315,4,"favourite"
1800177830,415397,4,"favourite"
2001634314,415397,4,"versatile"
2001634314,415397,4,"versatile"
679953,247601,5,"busy"
679953,247601,5,"busy"
591302,247601,5,"marvelous"
961542,247601,5,"versatile"
961542,247601,5,"versatile"
2002189350,247601,5,"marvelous"
60989,97774,4,"pleasure"
178427,97774,5,"pac"
178427,97774,5,"pac"
452940,288256,5,"versatile"
452940,288256,5,"versatile"
37449,288256,5,"prmr"
37449,288256,5,"prmr"
41894,51997,5,"brunch"
526810,51997,5,"versatile"
526810,51997,5,"versatile"
1064996,51997,5,"delightful"
1064996,51997,5,"marvelous"
2933439,51997,5,"perfection"
71537,12515,0,"accident"
71537,12515,0,"accident"
196198,22164,5,"marvelous"
196198,22164,5,"garnished"
791287,22164,5,"pace"
791287,22164,5,"pace"
2000959757,22164,5,"accident"
2000959757,22164,5,"accident"
53511,72654,5,"elegant"
57212,10727,5,"delightful"
233583,219776,5,"delightful"
727055,156280,5,"pac"
727055,156280,5,"pac"
779699,282901,5,"versatile"
779699,282901,5,"versatile"
161953,117211,5,"busy"
161953,117211,5,"busy"
459256,117211,5,"marvelous"
685371,117211,5,"yumm"
685371,117211,5,"yumm"
718620,117211,4,"yumm"
718620,117211,4,"yumm"
1299480,400444,0,"pace"
1299480,400444,0,"pace"
1256624,400444,0,"delightful"
2310,92066,5,"brunch"
192581,92066,5,"versatile"
192581,92066,5,"versatile"
207616,243405,5,"delightful"
56003,243405,5,"busy"
56003,243405,5,"busy"
56003,243405,5,"thnx"
511112,110177,5,"brunch"
220609,79410,5,"versatile"
220609,79410,5,"versatile"
183496,79410,5,"wilbur"
360437,79410,5,"elegant"
1067654,79410,5,"requests"
36556,21320,4,"brunch"
41706,21320,5,"brunch"
254805,21320,5,"brunch"
140132,21320,5,"stephanie"
90633,21320,5,"brunch"
847128,21320,5,"versatile"
847128,21320,5,"versatile"
1240671,21320,5,"versatile"
1240671,21320,5,"versatile"
1061795,21320,5,"amazingly"
992845,21320,5,"brunch"
208755,317120,5,"perfection"
285039,128690,4,"pac"
285039,128690,4,"pac"
469903,267249,5,"pac"
469903,267249,5,"pac"
315565,267249,5,"versatile"
315565,267249,5,"versatile"
621626,383778,5,"pac"
621626,383778,5,"pac"
552613,383778,5,"pac"
552613,383778,5,"pac"
302491,88804,5,"favourite"
1135650,88804,5,"perfection"
779864,88804,4,"delightful"
1580637,88804,5,"busy"
1580637,88804,5,"busy"
1881586,88804,5,"accident"
1881586,88804,5,"accident"
1420387,88804,5,"favourite"
1802380439,88804,5,"favourite"
582561,88804,5,"favourite"
1342314,88804,5,"versatile"
1342314,88804,5,"versatile"
36739,88804,5,"pleasure"
61192,51757,5,"favourite"
50573,51757,5,"dee"
204557,51757,5,"requests"
460058,40183,5,"versatile"
460058,40183,5,"versatile"
2808404,231581,5,"busy"
2808404,231581,5,"busy"
736554,268753,5,"swap"
736554,268753,5,"swap"
1003626,268753,5,"yumm"
1003626,268753,5,"yumm"
60260,58779,4,"pace"
60260,58779,4,"pace"
143529,58779,5,"addicting"
352814,58779,5,"requests"
280271,152898,5,"pac"
280271,152898,5,"pac"
1459874,1356,5,"permanent"
2000699621,1356,0,"yumm"
2000699621,1356,0,"yumm"
140132,141789,4,"stephanie"
74288,141789,3,"busy"
74288,141789,3,"busy"
1669604,141789,5,"amazingly"
19051,65266,5,"amazingly"
140132,65266,5,"stephanie"
296809,190896,5,"yummo"
227978,190896,5,"tour"
839452,160457,5,"yumm"
839452,160457,5,"yumm"
43146,22539,5,"busy"
43146,22539,5,"busy"
503017,22539,4,"yumm"
503017,22539,4,"yumm"
1061628,22539,5,"yummo"
886603,22539,5,"busy"
886603,22539,5,"busy"
140008,22539,5,"inspiration"
2001489386,22539,1,"yuk"
222139,302830,5,"yumm"
222139,302830,5,"yumm"
803511,302830,5,"accident"
803511,302830,5,"accident"
269480,302830,5,"swap"
269480,302830,5,"swap"
444132,302830,5,"swap"
444132,302830,5,"swap"
537937,302830,5,"swap"
537937,302830,5,"swap"
171790,302830,5,"pac"
171790,302830,5,"pac"
169969,134854,5,"perfection"
424680,134854,5,"swap"
424680,134854,5,"swap"
634323,134854,4,"swap"
634323,134854,4,"swap"
573325,134854,4,"swap"
573325,134854,4,"swap"
174096,134854,5,"swap"
174096,134854,5,"swap"
593927,134854,4,"swap"
593927,134854,4,"swap"
47892,134854,4,"garnished"
58104,138810,5,"yummo"
762775,239592,5,"versatile"
762775,239592,5,"versatile"
407007,239592,5,"elegant"
333374,239592,5,"swap"
333374,239592,5,"swap"
124249,110493,5,"bullwinkle"
2001852149,137647,0,"delightful"
537937,232449,5,"versatile"
537937,232449,5,"versatile"
1314217,143547,5,"versatile"
1314217,143547,5,"versatile"
446523,86940,5,"swap"
446523,86940,5,"swap"
223854,86940,5,"versatile"
223854,86940,5,"versatile"
50969,86940,4,"smiling"
266635,86940,5,"pac"
266635,86940,5,"pac"
757434,15641,5,"requests"
469903,168307,5,"versatile"
469903,168307,5,"versatile"
209441,96886,5,"brunch"
160974,96886,5,"roxygirl"
196369,96886,5,"brunch"
196369,96886,5,"elegant"
140132,96886,5,"stephanie"
269331,96886,5,"yumm"
269331,96886,5,"yumm"
1315611,96886,5,"brunch"
43216,18124,5,"brunch"
9717,145773,5,"pac"
9717,145773,5,"pac"
446732,18124,5,"brunch"
435019,18124,5,"delightful"
144373,456381,5,"busy"
144373,456381,5,"busy"
383346,456381,5,"prmr"
383346,456381,5,"prmr"
212609,456381,5,"prmr"
212609,456381,5,"prmr"
135470,456381,5,"tour"
311003,55615,4,"permanent"
467741,55615,5,"amazingly"
70073,268199,5,"busy"
70073,268199,5,"busy"
50969,268199,4,"perfection"
50969,268199,4,"smiling"
383346,268199,4,"prmr"
383346,268199,4,"prmr"
69838,59668,4,"marvelous"
230238,78274,5,"requests"
994030,78274,5,"requests"
500671,78274,5,"requests"
53378,30050,5,"nurse"
104283,30050,5,"nurse"
223854,131699,5,"tour"
1356721,131699,5,"swap"
1356721,131699,5,"swap"
573325,131699,5,"swap"
573325,131699,5,"swap"
36919,10088,4,"garnished"
123371,119685,5,"marvelous"
653438,132351,5,"yummo"
86520,49110,5,"bev"
289003,49110,5,"bev"
50969,62542,4,"smiling"
736554,218911,4,"swap"
736554,218911,4,"swap"
82616,70207,5,"pac"
82616,70207,5,"pac"
679953,490011,4,"brunch"
50969,490011,4,"smiling"
1056692,39622,5,"perfection"
128473,212682,5,"garnished"
150281,212682,5,"delightful"
485109,212682,5,"favourite"
82616,136338,5,"pac"
82616,136338,5,"pac"
675214,246602,5,"addicting"
37535,11107,5,"pleasure"
3288,11107,4,"perfection"
140132,11107,5,"stephanie"
531659,11107,5,"amazingly"
68460,13181,5,"busy"
68460,13181,5,"busy"
140132,13181,4,"stephanie"
2001849065,528131,0,"yumm"
2001849065,528131,0,"yumm"
58836,94475,5,"requests"
39835,17586,4,"busy"
39835,17586,4,"busy"
103809,17586,5,"permanent"
282745,17586,5,"permanent"
362061,17586,5,"garnished"
407007,17586,5,"perfection"
55523,17586,5,"garnished"
55523,17586,5,"delightful"
925990,17586,5,"pace"
925990,17586,5,"pace"
2002086010,17586,5,"requests"
60992,25655,5,"busy"
60992,25655,5,"busy"
399552,74394,5,"brunch"
652568,74394,5,"busy"
652568,74394,5,"busy"
51655,36352,5,"permanent"
15892,31738,4,"pace"
15892,31738,4,"pace"
124404,28558,5,"marvelous"
56003,27132,5,"thnx"
143917,179740,5,"delightful"
60124,323011,5,"swap"
60124,323011,5,"swap"
931365,323011,5,"yumm"
931365,323011,5,"yumm"
39733,34255,5,"nurse"
125325,86868,5,"dee"
126032,86868,5,"dee"
11176,86868,5,"dee"
887424,86868,5,"dee"
1575370,86868,5,"dee"
318028,86868,5,"dee"
837451,86868,5,"brunch"
837451,86868,5,"dee"
2000728761,86868,5,"amazingly"
225039,106555,4,"versatile"
225039,106555,4,"versatile"
357071,106555,5,"busy"
357071,106555,5,"busy"
37449,359058,5,"prmr"
37449,359058,5,"prmr"
383346,359058,5,"pac"
383346,359058,5,"pac"
1535,9849,5,"permanent"
230756,210191,5,"requests"
240668,99156,4,"busy"
240668,99156,4,"busy"
160974,99156,5,"roxygirl"
2000257764,99156,5,"favourite"
169969,102531,5,"marvelous"
20480,102531,5,"favourite"
1079907,311788,5,"requests"
2676861,311788,5,"amazingly"
51686,16512,4,"versatile"
51686,16512,4,"versatile"
193211,16512,0,"dee"
254090,16512,4,"accident"
254090,16512,4,"accident"
867957,16512,5,"versatile"
867957,16512,5,"versatile"
72071,37493,5,"nurse"
60020,37493,5,"nurse"
82367,37493,5,"nurse"
124249,37493,4,"bullwinkle"
559846,13303,5,"delightful"
487394,13303,4,"versatile"
487394,13303,4,"versatile"
206101,35174,5,"requests"
140132,14433,5,"stephanie"
36890,53450,4,"yumm"
36890,53450,4,"yumm"
89831,72119,5,"amazingly"
102058,72119,5,"saves"
102058,72119,5,"busy"
102058,72119,5,"busy"
180406,116231,5,"yumm"
180406,116231,5,"yumm"
56003,266427,5,"thnx"
107135,266427,5,"tour"
461834,266427,5,"prmr"
461834,266427,5,"prmr"
125325,25438,5,"busy"
125325,25438,5,"busy"
601528,25438,4,"pace"
601528,25438,4,"pace"
209747,272181,5,"tour"
239758,272181,5,"tour"
242729,272181,5,"busy"
242729,272181,5,"busy"
348437,9970,5,"amazingly"
130819,305800,5,"tour"
133174,305800,5,"swap"
133174,305800,5,"swap"
212609,305800,5,"prmr"
212609,305800,5,"prmr"
1706426,476322,4,"pac"
1706426,476322,4,"pac"
400708,232,4,"perfection"
114965,51459,5,"busy"
114965,51459,5,"busy"
33270,51459,5,"amazingly"
35848,3057,5,"brunch"
157306,3057,5,"elegant"
638886,97606,5,"requests"
424680,100923,5,"tour"
129992,56451,5,"pac"
129992,56451,5,"pac"
269480,56451,5,"delightful"
50969,56451,4,"smiling"
17803,216614,4,"pac"
17803,216614,4,"pac"
268313,42861,5,"favourite"
2001794858,42861,4,"perfection"
498271,374417,5,"pac"
498271,374417,5,"pac"
369715,374417,5,"pac"
369715,374417,5,"pac"
107135,482289,5,"tour"
131126,482289,5,"delightful"
428885,482289,5,"pleasure"
186855,59773,5,"favourite"
946146,59773,5,"swap"
946146,59773,5,"swap"
839452,299527,5,"pace"
839452,299527,5,"pace"
1014518,299527,5,"busy"
1014518,299527,5,"busy"
1445414,299527,4,"busy"
1445414,299527,4,"busy"
693345,299527,5,"pace"
693345,299527,5,"pace"
2123675,299527,5,"swap"
2123675,299527,5,"swap"
2650393,299527,5,"yumm"
2650393,299527,5,"yumm"
2001666642,299527,5,"busy"
2001666642,299527,5,"busy"
659630,67085,5,"perfection"
2002098567,67085,0,"brunch"
296849,18529,5,"favourite"
231897,18529,5,"delightful"
2001282560,19502,5,"amazingly"
65197,96094,5,"brunch"
169969,119544,5,"perfection"
197023,119544,5,"tour"
2597787,123920,5,"versatile"
2597787,123920,5,"versatile"
482376,24511,4,"pace"
482376,24511,4,"pace"
219500,92660,5,"addicting"
89831,92660,5,"addicting"
67656,276257,5,"delightful"
135470,276257,4,"prmr"
135470,276257,4,"prmr"
803511,276257,5,"prmr"
803511,276257,5,"prmr"
56003,276257,5,"thnx"
993604,276257,5,"prmr"
993604,276257,5,"prmr"
461834,276257,5,"prmr"
461834,276257,5,"prmr"
2399085,276257,4,"prmr"
2399085,276257,4,"prmr"
63681,133329,5,"brunch"
169430,133329,5,"yumm"
169430,133329,5,"yumm"
28545,15280,4,"busy"
28545,15280,4,"busy"
44807,15280,5,"saves"
176615,15280,5,"busy"
176615,15280,5,"busy"
177067,15280,5,"saves"
197023,134746,5,"versatile"
197023,134746,5,"versatile"
128473,134746,5,"swap"
128473,134746,5,"swap"
323186,134746,5,"versatile"
323186,134746,5,"versatile"
2001618124,443177,5,"amazingly"
124249,17651,5,"bullwinkle"
2000428962,155580,0,"favourite"
74056,52569,5,"versatile"
74056,52569,5,"versatile"
219318,175079,5,"featured"
176615,175079,5,"pac"
176615,175079,5,"pac"
135470,175079,4,"pac"
135470,175079,4,"pac"
133174,7086,5,"delightful"
133174,7086,5,"garnished"
